ISO2_code,Year,Population
AD,1950,-1.5875296450638336
AD,2013,0.7811478992609482
AD,2012,0.7683191631345908
AD,2011,0.7521564051900835
AD,2010,0.7866562831344124
AD,2009,0.8712027277185701
AD,2008,0.9510380545162125
AD,2007,1.0276118382308825
AD,2006,1.1020112598902376
AD,2015,0.7948826195770198
AD,2005,1.0876967096927481
AD,2003,0.8731958929359417
AD,2002,0.7623759068500636
AD,2001,0.6526068624242537
AD,2000,0.5901664320691299
AD,1999,0.5741486315949778
AD,1998,0.5571523681959338
AD,1997,0.5388877269312892
AD,1996,0.5194996652713989
AD,2004,0.9828562192589859
AD,1995,0.47532387618091926
AD,2016,0.8236566774423528
AD,2018,0.9132766334889117
AD,2022,1.0854861082698448
AD,2022,1.0895086780721774
AD,2022,1.086319613724382
AD,2022,1.0887838907204055
AD,2022,1.087624230957571
AD,2022,1.0926977424199722
AD,2022,1.0926977424199722
AD,2022,1.087624230957571
AD,2017,0.8706591372047413
AD,2022,1.087624230957571
AD,2022,1.0963216791788302
AD,2022,1.087624230957571
AD,2022,1.0853411507994903
AD,2022,1.0899073111156516
AD,2022,1.087624230957571
AD,2021,1.0589951305625929
AD,2020,1.0106518141994267
AD,2019,0.9614749923817234
AD,2022,1.0840365335663014
AD,1994,0.4067952320709141
AD,2014,0.7903526986284473
AD,1992,0.27075264614338396
AD,1969,-1.1365669547915411
AD,1968,-1.186214888387896
AD,1967,-1.2345582047510621
AD,1966,-1.27800920648977
AD,1965,-1.3136325048293442
AD,1964,-1.3452694727341747
AD,1963,-1.3761091745520566
AD,1962,-1.4060066528126351
AD,1961,-1.4349256681483222
AD,1960,-1.462938699294295
AD,1959,-1.4898645494126102
AD,1958,-1.5154495429301476
AD,1957,-1.5395124830089648
AD,1956,-1.5621620877518276
AD,1955,-1.5835070752615013
AD,1954,-1.6034387274352204
AD,1953,-1.6127884842730742
AD,1952,-1.6074975366051414
AD,1993,0.33862898163679467
AD,1970,-1.0854332071240544
AD,1971,-1.03245125170955
AD,1951,-1.593980252494601
AD,1986,-0.15245068855605626
AD,1991,0.20374605547209895
AD,1990,0.13615963491939698
AD,1989,0.06621765547343714
AD,1988,-0.0057174891898946235
AD,1987,-0.07888477235123832
AD,1972,-0.9777298066507939
AD,1985,-0.21753659274514633
AD,1984,-0.27653428317935497
AD,1982,-0.40637993724923793
AD,1983,-0.33991693709178167
AD,1980,-0.5146269282363272
AD,1979,-0.5678625592239513
AD,1978,-0.6246858876028454
AD,1977,-0.6835748599342881
AD,1976,-0.7435510132933885
AD,1975,-0.8034909272849001
AD,1974,-0.862814772027406
AD,1973,-0.9211601538450201
AD,1981,-0.4647615584344406
AF,2007,0.40150617927136706
AF,2006,0.364917520620986
AF,2008,0.4431450054206759
AF,1994,-0.42886896884169357
AF,2010,0.583224385070628
AF,2012,0.7641824548638498
AF,2013,0.8496007913099646
AF,2009,0.519294355951241
AF,2005,0.2829149479903827
AF,1995,-0.3523024336712603
AF,2003,0.14255039811984616
AF,2002,0.011817655250970671
AF,2001,-0.0924287509373732
AF,2000,-0.10400484977464092
AF,1999,-0.12626966575663848
AF,1998,-0.18744575169228858
AF,1997,-0.24342375993377488
AF,1996,-0.29764615920020837
AF,2014,0.9429885545086483
AF,2004,0.21475068155169963
AF,2015,1.0254311222176118
AF,2022,1.611609478714229
AF,2017,1.1756397671776522
AF,2022,1.5995373521883693
AF,2022,1.6231217560110482
AF,2022,1.6037343139130573
AF,2022,1.6193065313458548
AF,2022,1.611609478714229
AF,2022,1.5860690996606193
AF,2022,1.5860690996606193
AF,2022,1.611609478714229
AF,2016,1.0955877652141568
AF,2022,1.611609478714229
AF,2022,1.5834526549388692
AF,2022,1.6085400838567183
AF,2022,1.6146791120083785
AF,2022,1.611609478714229
AF,2021,1.5298011524657629
AF,2020,1.4402100158744082
AF,2019,1.3446183033399373
AF,2018,1.2585653280389264
AF,2022,1.6142260029148587
AF,1993,-0.5442560090850916
AF,2011,0.6674310659947783
AF,1991,-0.803245330323872
AF,1968,-0.8427770918918227
AF,1967,-0.8616731955551277
AF,1966,-0.8797056022320641
AF,1965,-0.8970319980200787
AF,1964,-0.9136933940211288
AF,1963,-0.929434106679021
AF,1962,-0.94440935824593
AF,1961,-0.958628686187427
AF,1960,-0.9719552278725626
AF,1959,-0.9842152424701783
AF,1958,-0.9948960117269322
AF,1957,-1.004721588237452
AF,1956,-1.0144556845573662
AF,1955,-1.0236590209182328
AF,1954,-1.0322146044090432
AF,1953,-1.040141748397579
