ISO2_code,Year,Population
LS,2008,0.613104809571296
JP,2008,0.9483749888821955
KR,2008,0.9227090678932635
LS,2009,0.637102878371334
LR,2009,0.6380021091404804
AF,2009,0.519294355951241
ZM,2009,0.5153998420207009
ES,2009,1.0252377835920063
CN,2009,1.0470026871435478
MQ,2009,0.867405312546391
AR,2009,0.7636790321330286
JP,2009,0.9511850558276721
AD,2009,0.8712027277185701
GW,2009,0.5514323876918051
TW,2009,0.7811988469415655
US,2009,0.7951397044875875
KR,2009,0.9417860532907788
ER,2009,0.7992891836637607
ZM,2010,0.5907968566565431
CN,2010,1.0788283244445735
ES,2010,1.0567597057938534
LR,2010,0.7111126496106579
AR,2010,0.8068957911489698
LS,2010,0.6601227143421506
KR,2010,0.9644519410749368
GW,2010,0.6204567163598076
ER,2010,0.8623451464094894
JP,2010,0.9503571310565807
MQ,2010,0.8247947664719972
US,2010,0.8376406824609676
AD,2010,0.7866562831344124
AF,2010,0.583224385070628
TW,2010,0.7888341046762457
AF,2011,0.6674310659947783
JP,2011,0.9433568135579075
AD,2011,0.7521564051900835
MQ,2011,0.7710757160102806
ER,2011,0.9214541233451037
TW,2011,0.8005780046015811
CN,2011,1.1100864500148193
AR,2011,0.8506147890132705
ES,2011,1.0808178518802005
US,2011,0.880506914775699
LR,2011,0.8136888569441918
ZM,2011,0.6661507644694465
LS,2011,0.6854347007204309
GW,2011,0.6925387137947588
KR,2011,1.0003949546039879
GW,2012,0.7679025745480994
LR,2012,0.9095171822066516
CN,2012,1.1433147673677884
TW,2012,0.8183906041632681
AR,2012,0.8954779601480054
US,2012,0.9246613159107295
ES,2012,1.0849464548612715
ER,2012,0.9659278428361543
AF,2012,0.7641824548638498
MQ,2012,0.7159104640339876
KR,2012,1.0471631976698035
LS,2012,0.7143256290440932
ZM,2012,0.7423184527478717
JP,2012,0.9324065440572884
AD,2012,0.7683191631345908
MQ,2013,0.6685421245710615
GW,2013,0.8455704654608552
ES,2013,1.0614783068992593
US,2013,0.9680062473539632
CN,2013,1.1768034008000132
LS,2013,0.746912480362039
TW,2013,0.8372386355897459
ER,2013,1.0091619559228773
AR,2013,0.9407858912231648
ZM,2013,0.8203112616403313
JP,2013,0.9199449606712788
LR,2013,0.970335301140904
AF,2013,0.8496007913099646
KR,2013,1.0939049495392204
AD,2013,0.7811478992609482
ES,2014,1.0401190524152875
JP,2014,0.9055278319534998
ER,2014,1.0358880675470243
AD,2014,0.7903526986284473
ZM,2014,0.9002922335583107
CN,2014,1.2087118408920443
MQ,2014,0.6614787925361033
LS,2014,0.7830291076772782
AR,2014,0.9860814534194007
AF,2014,0.9429885545086483
LR,2014,1.0289338225021738
TW,2014,0.8552845939683795
GW,2014,0.9241351345793719
US,2014,1.010316076669289
KR,2014,1.1402206262726422
LR,2015,1.0880706980912938
JP,2015,0.889426973357177
ES,2015,1.035012654784062
US,2015,1.0512735117244305
AD,2015,0.7948826195770198
CN,2015,1.2386418184006736
GW,2015,1.00279293066541
AR,2015,1.0310886856145307
TW,2015,0.8728301621321507
AF,2015,1.0254311222176118
ZM,2015,0.9814852866231387
MQ,2015,0.6431602400181392
ER,2015,1.0522656880969534
KR,2015,1.1841736509044334
LS,2015,0.8224958009726562
ZM,2016,1.06412488377582
CN,2016,1.2673376808132968
AD,2016,0.8236566774423528
GW,2016,1.081490391941318
TW,2016,0.8889489525627786
AF,2016,1.0955877652141568
AR,2016,1.0738263844375735
US,2016,1.0926862217634967
LR,2016,1.1477402007356283
ES,2016,1.0414666530307852
MQ,2016,0.5767188081166019
ER,2016,1.077236596071307
LS,2016,0.8654753164901232
KR,2016,1.215961374224218
JP,2016,0.8710961156831601
US,2017,1.1337585656148264
JP,2017,0.8474666393014512
CN,2017,1.296777925818581
TW,2017,0.9027611711970416
AR,2017,1.1139862633768916
KR,2017,1.2362734738812065
GW,2017,1.159568731340557
ZM,2017,1.148476346716216
ES,2017,1.0585123246682762
MQ,2017,0.5160831417156077
LR,2017,1.2053517393458386
LS,2017,0.9108181882709084
AF,2017,1.1756397671776522
ER,2017,1.108494432144105
AD,2017,0.8706591372047413
ER,2018,1.1563412638827888
LR,2018,1.264379798654861
JP,2018,0.8184735138622764
AD,2018,0.9132766334889117
LS,2018,0.9572715323274977
AF,2018,1.2585653280389264
MQ,2018,0.46135803802635983
CN,2018,1.3206267269176746
ZM,2018,1.2340281199366803
ES,2018,1.0904760150773714
KR,2018,1.2529197157369176
US,2018,1.1711354483094927
TW,2018,0.9147347102937514
GW,2018,1.2373970075862661
AR,2018,1.151298701660001
ER,2019,1.209129729757611
AF,2019,1.3446183033399373
LS,2019,1.0042080589773779
KR,2019,1.2657048908992579
MQ,2019,0.40694732597071526
AD,2019,0.9614749923817234
ES,2019,1.1426530996570332
JP,2019,0.7853744206258632
LR,2019,1.32540473215655
US,2019,1.2058202729971452
GW,2019,1.3158685497372618
CN,2019,1.3374581678830408
TW,2019,0.9248270875850576
ZM,2019,1.3206527917576028
AR,2019,1.1857989350008076
AD,2020,1.0106518141994267
JP,2020,0.7463764614400873
ES,2020,1.178393577642332
AF,2020,1.4402100158744082
ER,2020,1.2654799651097282
AR,2020,1.2159947984764967
US,2020,1.231636671991275
LR,2020,1.3905004126979097
GW,2020,1.3941141727633442
TW,2020,0.9333875582131018
ZM,2020,1.4076996241249478
KR,2020,1.2698206961313834
CN,2020,1.3482205648188146
LS,2020,1.05235338979924
MQ,2020,0.3680885200573238
JP,2021,0.7012950984264208
AR,2021,1.241018183878976
LR,2021,1.4578468720854962
AF,2021,1.5298011524657629
ES,2021,1.1973264129441314
US,2021,1.2484349185416612
TW,2021,0.940914554684551
ER,2021,1.3291335070384198
GW,2021,1.471535449669516
LS,2021,1.098728746489896
MQ,2021,0.33465820968415183
ZM,2021,1.4944556842696626
CN,2021,1.351603603138526
AD,2021,1.0589951305625929
KR,2021,1.2683550178089573
LS,2022,1.1499630551537698
LS,2022,1.1302593776126866
AD,2022,1.0840365335663014
AD,2022,1.0963216791788302
AD,2022,1.087624230957571
KR,2022,1.2669117008766468
ZM,2022,1.581074947854497
AD,2022,1.087624230957571
AD,2022,1.0887838907204055
AD,2022,1.086319613724382
AD,2022,1.0895086780721774
AD,2022,1.0854861082698448
US,2022,1.2661885742063397
US,2022,1.268998405375047
AD,2022,1.087624230957571
AD,2022,1.087624230957571
AD,2022,1.0899073111156516
AD,2022,1.0853411507994903
LS,2022,1.140046792037456
LS,2022,1.1302492053475641
LS,2022,1.143429070190482
LS,2022,1.140046792037456
LS,2022,1.140046792037456
LS,2022,1.1440733136482004
CN,2022,1.3515820906314975
LS,2022,1.1400484874149766
ES,2022,1.2117465391104203
ES,2022,1.2052923870982244
ES,2022,1.2132672796498176
ES,2022,1.2039520134600115
ES,2022,1.2030343411102522
ES,2022,1.2083506286136994
LS,2022,1.1360236611817527
ER,2022,1.3920719294159298
MQ,2022,0.30290465469019934
MQ,2022,0.314495226249048
MQ,2022,0.30001225166104645
MQ,2022,0.31040813501220277
MQ,2022,0.314495226249048
MQ,2022,0.30764148863649193
ZM,2022,1.5841775256457415
ZM,2022,1.5779723700632524
ZM,2022,1.581074947854497
ZM,2022,1.5557316354131832
ZM,2022,1.5814726122727545
ZM,2022,1.581074947854497
ZM,2022,1.5561292998314407
ES,2022,1.2083504748482257
MQ,2022,0.31726187262475886
MQ,2022,0.31726187262475886
MQ,2022,0.30764148863649193
MQ,2022,0.3119172148534996
MQ,2022,0.30764148863649193
MQ,2022,0.31244120090950495
MQ,2022,0.30286273580571865
MQ,2022,0.30764148863649193
MQ,2022,0.30764148863649193
ER,2022,1.4005427378012016
ER,2022,1.3920719294159298
ER,2022,1.3792778084954045
ER,2022,1.3920719294159298
ER,2022,1.4015798586972528
ER,2022,1.3823002751067537
TW,2022,0.9474693532659351
TW,2022,0.9514832423799104
TW,2022,0.9434556599227794
AR,2022,1.2594449031494261
AR,2022,1.269607444316774
AR,2022,1.260976773212986
AR,2022,1.2652921607349592
AR,2022,1.268983491542209
AR,2022,1.268781639753402
AR,2022,1.2652921607349592
GW,2022,1.548873947049002
GW,2022,1.552276530510475
GW,2022,1.5454696390140577
AR,2022,1.2690810913515236
AR,2022,1.2615040616396673
AR,2022,1.270942659599477
LS,2022,1.140046792037456
LS,2022,1.13363148350059
LS,2022,1.13363148350059
GW,2022,1.5268614912445257
GW,2022,1.5500863222002514
GW,2022,1.548873947049002
GW,2022,1.548873947049002
GW,2022,1.5280755909692474
GW,2022,1.5280755909692474
TW,2022,0.9451204949725402
TW,2022,0.9474693532659351
AR,2022,1.2650903089461523
AR,2022,1.2652921607349592
AR,2022,1.2652921607349592
AR,2022,1.268781639753402
AR,2022,1.2652921607349592
TW,2022,0.951445850153369
TW,2022,0.9432739846022034
TW,2022,0.9474693532659351
TW,2022,0.9628121081677227
TW,2022,0.9474693532659351
TW,2022,0.9604632498743279
TW,2022,0.9604632498743279
TW,2022,0.9474695490367547
TW,2022,0.9499873575474526
TW,2022,0.9447467684779504
US,2022,1.2734417682782837
US,2022,1.2645548356009677
US,2022,1.268998405375047
US,2022,1.276433009262326
US,2022,1.2610534033810057
LR,2022,1.5188749873497613
LR,2022,1.524260438685814
GW,2022,1.5544805354084785
GW,2022,1.5429431388766741
LR,2022,1.5074524597021006
GW,2022,1.548873947049002
GW,2022,1.5570501498826768
GW,2022,1.5398940929770881
LR,2022,1.5273779296577294
LR,2022,1.5329956496618269
LR,2022,1.52192057048746
LR,2022,1.5361086861661362
GW,2022,1.5488722224755298
LR,2022,1.5273779296577294
LR,2022,1.5058615784141256
AD,2022,1.0926977424199722
ZM,2022,1.5561292998314407
ZM,2022,1.581074947854497
ZM,2022,1.5874100601688728
ZM,2022,1.5744905794827577
ZM,2022,1.5902552695486207
ZM,2022,1.5710468056206486
ZM,2022,1.581074947854497
LR,2022,1.5289688109457042
LR,2022,1.5273779296577294
LR,2022,1.5273779296577294
LR,2022,1.5074524597021006
AF,2022,1.6231217560110482
AF,2022,1.5995373521883693
LR,2022,1.5273779296577294
LR,2022,1.5304954206296453
AF,2022,1.6142260029148587
AF,2022,1.611609478714229
AF,2022,1.611609478714229
AF,2022,1.5860690996606193
AF,2022,1.5860690996606193
AF,2022,1.611609478714229
AF,2022,1.6193065313458548
AF,2022,1.6037343139130573
AF,2022,1.611609478714229
AF,2022,1.6146791120083785
AF,2022,1.6085400838567183
AF,2022,1.611609478714229
AF,2022,1.5834526549388692
US,2022,1.268998405375047
ER,2022,1.4063723449711965
ER,2022,1.3769655227643032
ER,2022,1.3954104709670279
ER,2022,1.3887324001306445
ER,2022,1.3920719294159298
ER,2022,1.3708050246417591
LS,2022,1.1465451740728176
LS,2022,1.1337365969068494
ER,2022,1.3920719294159298
ER,2022,1.3792778084954045
ES,2022,1.2251092201109435
ES,2022,1.2052762417234375
ES,2022,1.2083506286136994
ES,2022,1.2083506286136994
ES,2022,1.2220348332206816
ES,2022,1.2220348332206816
ES,2022,1.2083506286136994
ES,2022,1.2136669161171465
AD,2022,1.087624230957571
US,2022,1.268998405375047
US,2022,1.2684880231814273
US,2022,1.2684880231814273
US,2022,1.268998405375047
US,2022,1.270892482978567
US,2022,1.2670927589175127
US,2022,1.27187472164976
JP,2022,0.6541739073250267
AD,2022,1.0926977424199722
